Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Keon Ellis,SG,24,SAC,6,2,13.5,1.5,3.7,.409,0.8,3.0,.278,0.7,0.7,1.000,.523,1.0,1.8,.545,0.3,1.3,1.7,0.8,0.8,0.7,0.8,1.2,4.8
Joel Embiid,C,29,PHI,9,9,33.8,11.0,21.8,.505,1.3,3.7,.364,9.7,18.1,.534,.536,9.1,10.8,.845,3.4,8.2,11.7,5.7,0.7,2.1,3.8,2.4,32.4
Drew Eubanks,C,26,PHO,10,0,18.6,2.9,4.6,.630,0.0,0.0,,2.9,4.6,.630,.630,1.5,1.9,.789,1.6,3.5,5.1,2.0,0.3,1.5,1.4,2.1,7.3
Dante Exum,PG,28,DAL,9,0,7.9,1.4,3.1,.464,0.3,0.7,.500,1.1,2.4,.455,.518,0.2,0.4,.500,0.3,1.4,1.8,1.0,0.3,0.2,0.1,0.9,3.4
Bruno Fernando,C,25,ATL,3,0,2.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0
Dorian Finney-Smith,PF,30,BRK,10,9,31.0,4.6,9.8,.469,3.2,7.1,.451,1.4,2.7,.519,.633,0.1,0.3,.333,2.0,3.4,5.4,1.5,0.2,0.8,1.0,2.6,12.5
Malachi Flynn,PG,25,TOR,10,0,15.3,1.9,4.1,.463,1.1,2.4,.458,0.8,1.7,.471,.598,0.6,0.7,.857,0.3,1.4,1.7,1.9,0.9,0.0,1.2,1.4,5.5
Simone Fontecchio,SF,28,UTA,8,0,10.0,2.0,4.0,.500,1.1,2.6,.429,0.9,1.4,.636,.641,0.0,0.0,,0.8,1.3,2.0,0.5,0.3,0.3,1.0,0.8,5.1
Jordan Ford,PG,25,SAC,4,0,3.0,0.5,1.3,.400,0.3,0.5,.500,0.3,0.8,.333,.500,0.5,0.5,1.000,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,1.8
Trent Forrest,SG,25,ATL,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
De'Aaron Fox,PG,26,SAC,4,4,35.5,11.3,22.5,.500,2.8,7.5,.367,8.5,15.0,.567,.561,5.3,7.0,.750,1.0,2.8,3.8,6.0,1.3,0.5,2.3,3.5,30.5
Alex Fudge,SF,20,LAL,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Markelle Fultz,PG,25,ORL,5,5,28.6,5.4,11.2,.482,0.0,0.6,.000,5.4,10.6,.509,.482,0.6,0.8,.750,1.6,1.8,3.4,4.0,1.2,0.4,1.2,1.2,11.4
Daniel Gafford,C,25,WAS,8,8,23.1,3.3,4.3,.765,0.0,0.0,,3.3,4.3,.765,.765,1.8,2.8,.636,2.4,4.6,7.0,1.1,0.6,2.5,1.6,3.5,8.3
Danilo Gallinari,PF,35,WAS,9,0,14.4,3.0,5.7,.529,0.9,2.4,.364,2.1,3.2,.655,.608,1.8,2.3,.762,0.6,1.9,2.4,1.7,0.3,0.1,0.4,0.8,8.7
Darius Garland,PG,24,CLE,6,6,33.3,5.8,13.0,.449,1.3,4.7,.286,4.5,8.3,.540,.500,4.2,5.0,.833,0.7,2.2,2.8,6.2,1.8,0.3,4.8,2.2,17.2
Luka Garza,C,25,MIN,2,0,3.0,1.5,2.5,.600,0.0,0.0,,1.5,2.5,.600,.600,0.5,1.0,.500,0.5,1.0,1.5,0.0,0.0,0.0,0.0,1.5,3.5
Kaiser Gates,SF,27,NOP,1,0,7.0,0.0,4.0,.000,0.0,2.0,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Keyonte George,PG,20,UTA,10,2,22.6,2.6,6.9,.377,1.2,3.9,.308,1.4,3.0,.467,.464,0.9,1.2,.750,0.4,1.9,2.3,4.6,0.3,0.2,1.7,0.9,7.3
Paul George,PF,33,LAC,9,9,33.3,7.4,15.9,.469,3.1,7.9,.394,4.3,8.0,.542,.566,5.6,6.0,.926,0.6,4.8,5.3,3.7,2.3,0.1,3.2,2.7,23.6
Josh Giddey,SG,21,OKC,10,10,28.3,5.4,13.0,.415,0.4,1.9,.211,5.0,11.1,.450,.431,0.8,1.0,.800,1.3,4.4,5.7,5.1,0.7,0.5,3.0,1.1,12.0
Harry Giles,C,25,BRK,1,0,6.0,3.0,3.0,1.000,1.0,1.0,1.000,2.0,2.0,1.000,1.167,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0
Shai Gilgeous-Alexander,PG,25,OKC,9,9,35.7,11.2,21.3,.526,1.2,3.9,.314,10.0,17.4,.573,.555,5.8,6.4,.897,0.7,6.3,7.0,6.0,2.1,0.8,2.3,2.2,29.4
Anthony Gill,PF,31,WAS,5,0,7.2,1.2,2.6,.462,0.0,0.2,.000,1.2,2.4,.500,.462,1.2,1.6,.750,0.6,0.8,1.4,0.6,0.2,0.6,0.4,0.6,3.6
Collin Gillespie,PG,24,DEN,6,0,11.8,1.3,3.0,.444,0.5,1.8,.273,0.8,1.2,.714,.528,0.2,0.2,1.000,0.0,0.5,0.5,1.2,0.8,0.0,0.3,1.5,3.3
Jacob Gilyard,PG,25,MEM,7,2,16.7,1.4,3.1,.455,1.3,2.9,.450,0.1,0.3,.500,.659,0.0,0.0,,0.4,1.3,1.7,3.7,0.7,0.1,0.6,1.0,4.1
Rudy Gobert,C,31,MIN,9,9,32.9,4.4,8.1,.548,0.0,0.0,,4.4,8.1,.548,.548,3.3,6.0,.556,4.0,8.8,12.8,1.2,0.8,2.2,1.7,2.7,12.2
Jordan Goodwin,PG,25,PHO,10,0,18.3,2.4,7.3,.329,1.3,3.8,.342,1.1,3.5,.314,.418,1.0,1.3,.769,1.1,2.8,3.9,1.9,1.0,0.4,1.0,1.2,7.1
Aaron Gordon,PF,28,DEN,10,10,31.9,5.8,10.5,.552,0.6,2.0,.300,5.2,8.5,.612,.581,1.5,2.8,.536,2.3,4.9,7.2,3.9,1.3,1.2,2.0,1.9,13.7
Eric Gordon,SG,35,PHO,9,5,29.6,5.6,12.4,.446,2.1,6.2,.339,3.4,6.2,.554,.531,0.3,0.3,1.000,0.6,1.7,2.2,3.0,1.0,0.4,1.4,1.0,13.6
Devonte' Graham,PG,28,SAS,1,0,12.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,2.0,2.0,1.000,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0
Jerami Grant,PF,29,POR,9,9,37.4,7.6,18.1,.417,2.3,6.6,.356,5.2,11.6,.452,.482,5.3,6.9,.774,1.1,3.8,4.9,1.9,0.4,1.0,2.8,2.4,22.8
A.J. Green,SG,24,MIL,4,0,9.0,1.0,2.5,.400,0.8,2.0,.375,0.3,0.5,.500,.550,0.3,0.3,1.000,0.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,3.0
Danny Green,SG,36,PHI,2,0,9.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0
Draymond Green,PF,33,GSW,8,8,24.8,3.4,7.0,.482,1.1,2.5,.450,2.3,4.5,.500,.563,2.0,2.3,.889,1.6,3.9,5.5,6.4,0.8,0.6,1.9,2.6,9.9
Jalen Green,SG,21,HOU,9,9,32.1,6.0,14.6,.412,2.0,5.0,.400,4.0,9.6,.419,.481,5.0,6.4,.776,0.4,4.2,4.7,2.7,0.7,0.3,2.1,1.6,19.0
Jeff Green,PF,37,HOU,9,0,15.3,2.4,4.0,.611,0.4,1.2,.364,2.0,2.8,.720,.667,1.9,2.7,.708,1.2,2.0,3.2,0.4,0.2,0.2,0.6,1.1,7.2
Josh Green,SG,23,DAL,10,2,25.2,2.8,6.5,.431,1.5,3.8,.395,1.3,2.7,.481,.546,0.7,1.4,.500,0.5,1.7,2.2,2.1,1.1,0.2,1.0,1.9,7.8
AJ Griffin,SF,20,ATL,6,0,9.2,1.2,2.3,.500,0.8,1.8,.455,0.3,0.5,.667,.679,0.0,0.0,,0.2,0.7,0.8,0.3,0.2,0.0,0.7,0.3,3.2
Quentin Grimes,SG,23,NYK,10,10,24.3,2.8,6.4,.438,2.2,5.5,.400,0.6,0.9,.667,.609,0.0,0.1,.000,0.1,1.3,1.4,1.1,0.7,0.0,0.4,1.6,7.8
Mouhamed Gueye,PF,21,ATL,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
Rui Hachimura,PF,25,LAL,6,1,20.5,4.5,8.2,.551,1.2,3.0,.389,3.3,5.2,.645,.622,2.2,3.0,.722,1.0,3.2,4.2,1.0,1.5,0.5,0.5,1.5,12.3
Tyrese Haliburton,PG,23,IND,9,9,33.1,8.3,16.1,.517,3.0,7.3,.409,5.3,8.8,.608,.610,4.1,4.3,.949,0.4,3.4,3.9,12.2,1.0,0.7,2.3,1.1,23.8
R.J. Hampton,PG,22,MIA,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Hardaway Jr.,SF,31,DAL,10,0,28.5,5.9,13.9,.424,3.5,9.2,.380,2.4,4.7,.511,.550,2.3,2.3,1.000,0.4,3.9,4.3,1.6,0.3,0.0,1.0,0.7,17.6
James Harden,SG,34,LAC,4,4,31.3,4.3,9.0,.472,1.8,4.8,.368,2.5,4.3,.588,.569,3.3,3.3,1.000,0.5,4.5,5.0,4.3,1.5,0.3,2.5,0.5,13.5
Jaden Hardy,SG,21,DAL,8,0,11.9,2.6,6.1,.429,1.1,3.3,.346,1.5,2.9,.522,.520,1.6,2.1,.765,0.3,1.5,1.8,1.3,0.1,0.0,0.5,0.8,8.0
Gary Harris,SG,29,ORL,5,1,17.8,3.0,5.2,.577,1.8,3.6,.500,1.2,1.6,.750,.750,0.2,0.6,.333,0.8,1.4,2.2,1.4,0.2,0.4,0.8,0.4,8.0
Joe Harris,SG,32,DET,7,0,14.0,1.3,3.6,.360,0.9,2.7,.316,0.4,0.9,.500,.480,0.0,0.0,,0.3,0.7,1.0,0.9,0.3,0.0,0.4,1.7,3.4
Tobias Harris,PF,31,PHI,9,9,36.4,7.2,12.8,.565,1.2,3.3,.367,6.0,9.4,.635,.613,4.0,4.4,.900,1.2,5.3,6.6,2.8,0.9,0.6,2.2,1.8,19.7
Josh Hart,SF,28,NYK,10,3,28.5,2.8,7.2,.389,1.0,3.4,.294,1.8,3.8,.474,.458,0.5,0.7,.714,1.1,5.4,6.5,2.5,0.9,0.1,1.0,2.0,7.1
Isaiah Hartenstein,C,25,NYK,10,0,16.8,2.6,4.3,.605,0.1,0.3,.333,2.5,4.0,.625,.616,1.1,1.8,.611,2.4,2.0,4.4,1.1,1.2,0.4,0.9,2.9,6.4
Sam Hauser,SF,26,BOS,10,0,19.5,3.2,6.4,.500,2.8,5.9,.475,0.4,0.5,.800,.719,0.4,0.4,1.000,0.5,2.8,3.3,0.4,0.6,0.4,0.4,1.7,9.6
Jordan Hawkins,SG,21,NOP,10,7,29.0,4.1,11.3,.363,2.7,7.7,.351,1.4,3.6,.389,.482,1.7,2.1,.810,0.7,3.1,3.8,1.6,0.8,0.0,1.3,2.2,12.6
Jaxson Hayes,C,23,LAL,8,0,8.3,0.6,1.4,.455,0.0,0.0,,0.6,1.4,.455,.455,0.4,0.8,.500,0.3,1.1,1.4,0.4,0.1,0.3,0.8,1.9,1.6
Killian Hayes,PG,22,DET,11,11,30.5,4.1,10.2,.402,1.2,3.6,.325,2.9,6.5,.444,.460,1.5,2.0,.773,0.4,2.9,3.3,4.7,1.3,0.5,0.9,2.5,10.9
Gordon Hayward,SF,33,CHO,9,9,32.7,6.7,14.2,.469,1.0,2.6,.391,5.7,11.7,.486,.504,2.9,4.1,.703,1.1,4.1,5.2,5.2,1.7,0.7,1.9,2.0,17.2
Scoot Henderson,PG,19,POR,5,5,28.4,3.6,10.4,.346,0.4,4.2,.095,3.2,6.2,.516,.365,1.2,1.4,.857,0.6,1.6,2.2,4.6,0.6,0.2,4.0,4.0,8.8
Taylor Hendricks,PF,20,UTA,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Tyler Herro,SG,24,MIA,8,8,34.0,8.5,19.0,.447,3.1,7.6,.410,5.4,11.4,.473,.530,2.8,3.1,.880,0.4,4.6,5.0,4.6,1.4,0.0,2.5,1.6,22.9
Buddy Hield,SF,31,IND,10,0,22.9,4.9,11.7,.419,3.2,8.3,.386,1.7,3.4,.500,.556,0.1,0.2,.500,0.7,2.7,3.4,3.0,0.6,0.7,1.5,1.3,13.1
Haywood Highsmith,PF,27,MIA,6,5,25.5,2.7,6.5,.410,1.3,4.0,.333,1.3,2.5,.533,.513,1.2,1.5,.778,0.7,2.2,2.8,1.5,0.8,1.0,0.7,2.0,7.8
Nate Hinton,SG,24,HOU,2,0,4.0,1.0,2.0,.500,1.0,1.0,1.000,0.0,1.0,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0
D'Moi Hodge,SG,25,LAL,2,0,7.5,0.5,2.5,.200,0.0,2.0,.000,0.5,0.5,1.000,.200,0.5,1.0,.500,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,1.5
Aaron Holiday,PG,27,HOU,7,0,15.7,2.0,4.9,.412,0.7,2.1,.333,1.3,2.7,.474,.485,0.4,0.4,1.000,0.1,1.4,1.6,1.3,0.3,0.0,0.6,1.0,5.1
Jrue Holiday,PG,33,BOS,10,10,34.0,5.0,11.1,.450,1.6,4.4,.364,3.4,6.7,.507,.523,1.3,1.5,.867,2.0,5.3,7.3,5.5,0.6,1.0,1.9,1.7,12.9
Justin Holiday,SG,34,DEN,3,0,5.7,0.7,1.3,.500,0.7,1.3,.500,0.0,0.0,,.750,0.0,0.0,,0.0,1.3,1.3,0.0,0.0,0.0,0.0,0.3,2.0
Richaun Holmes,C,30,DAL,2,0,5.5,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,1.0,1.0,2.0,0.5,0.0,0.0,0.5,1.5,2.0
Chet Holmgren,C,21,OKC,10,10,30.1,5.6,10.2,.549,1.8,3.6,.500,3.8,6.6,.576,.637,3.4,3.8,.895,1.6,6.0,7.6,2.6,0.9,2.3,2.0,3.3,16.4
Al Horford,C,37,BOS,9,2,23.9,2.0,5.2,.383,0.7,2.9,.231,1.3,2.3,.571,.447,0.2,0.2,1.000,1.9,4.1,6.0,2.1,0.6,0.6,1.2,1.6,4.9
Talen Horton-Tucker,PG,23,UTA,10,8,23.4,4.0,10.0,.400,1.3,3.7,.351,2.7,6.3,.429,.465,0.7,0.9,.778,0.6,2.6,3.2,5.2,1.0,0.6,2.3,2.1,10.0
Danuel House Jr.,SF,30,PHI,4,0,11.3,1.0,2.0,.500,0.3,1.0,.250,0.8,1.0,.750,.563,0.5,0.8,.667,0.3,1.0,1.3,0.5,0.3,0.3,1.0,0.3,2.8
Caleb Houstan,SF,21,ORL,4,0,6.3,1.0,2.3,.444,0.8,2.0,.375,0.3,0.3,1.000,.611,0.3,0.3,1.000,0.0,0.8,0.8,0.3,0.0,0.0,0.0,0.3,3.0
Jett Howard,SF,20,ORL,3,0,4.0,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,0.0,0.0,,0.3,0.3,0.7,0.3,0.0,0.0,0.0,0.0,0.7
Kevin Huerter,SG,25,SAC,9,9,27.3,4.6,10.9,.418,2.4,6.8,.361,2.1,4.1,.514,.531,0.9,1.1,.800,0.8,4.3,5.1,2.6,0.9,0.4,1.2,2.4,12.4
De'Andre Hunter,SF,26,ATL,9,9,30.6,4.7,10.4,.447,1.7,5.0,.333,3.0,5.4,.551,.527,2.8,3.4,.806,0.4,3.6,4.0,1.3,1.0,0.4,1.6,3.3,13.8
Bones Hyland,PG,23,LAC,8,2,23.5,4.4,10.0,.438,1.9,5.3,.357,2.5,4.8,.526,.531,1.1,1.3,.900,0.3,1.4,1.6,2.9,0.8,0.0,2.0,2.6,11.8
Joe Ingles,SF,36,ORL,9,0,18.8,0.8,3.4,.226,0.6,2.3,.238,0.2,1.1,.200,.306,0.4,0.6,.800,0.6,2.0,2.6,3.0,0.9,0.1,0.8,1.4,2.6
Brandon Ingram,SF,26,NOP,7,7,33.7,9.3,19.0,.489,1.0,4.7,.212,8.3,14.3,.580,.515,3.0,4.1,.724,0.6,4.7,5.3,4.7,0.4,0.3,3.3,2.0,22.6
Kyrie Irving,SG,31,DAL,8,8,33.6,8.5,18.5,.459,2.8,6.9,.400,5.8,11.6,.495,.534,3.3,3.6,.897,0.8,3.6,4.4,6.8,1.4,0.5,1.8,1.9,23.0
Jonathan Isaac,PF,26,ORL,7,0,12.9,1.7,5.1,.333,0.7,2.9,.250,1.0,2.3,.438,.403,1.4,1.9,.769,0.9,2.6,3.4,0.3,0.7,1.4,0.4,1.7,5.6
Jaden Ivey,SG,21,DET,7,0,19.4,4.0,8.1,.491,1.3,3.4,.375,2.7,4.7,.576,.570,1.7,2.0,.857,0.6,1.6,2.1,2.4,0.7,0.4,1.9,2.9,11.0
Andre Jackson Jr.,SG,22,MIL,6,0,8.0,0.8,1.5,.556,0.2,0.8,.200,0.7,0.7,1.000,.611,0.0,0.0,,0.7,1.2,1.8,0.7,0.5,0.0,0.5,2.0,1.8
Gregory Jackson II,PF,19,MEM,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Jackson,C,22,IND,4,0,14.0,2.3,3.5,.643,0.0,0.0,,2.3,3.5,.643,.643,0.8,1.3,.600,1.0,2.3,3.3,0.5,0.3,2.0,0.3,2.8,5.3
Jaren Jackson Jr.,C,24,MEM,10,10,31.6,7.1,15.2,.467,1.6,5.0,.320,5.5,10.2,.539,.520,4.7,5.7,.825,1.7,4.8,6.5,2.3,0.4,1.8,1.9,3.3,20.5
Reggie Jackson,PG,33,DEN,10,3,23.5,4.0,9.1,.440,1.5,4.1,.366,2.5,5.0,.500,.522,0.5,0.9,.556,0.1,1.7,1.8,3.6,0.9,0.3,1.1,1.5,10.0
Trayce Jackson-Davis,PF,23,GSW,8,0,7.8,1.3,2.1,.588,0.0,0.0,,1.3,2.1,.588,.588,1.1,2.0,.563,1.1,1.0,2.1,0.4,0.1,0.6,0.3,1.5,3.6
LeBron James,PF,39,LAL,9,9,35.0,9.7,17.0,.569,1.8,5.1,.348,7.9,11.9,.664,.621,4.1,6.2,.661,0.6,7.9,8.4,5.4,1.3,1.0,4.1,1.6,25.2
Jaime Jaquez Jr.,SF,22,MIA,10,3,21.9,3.4,7.1,.479,0.8,2.9,.276,2.6,4.2,.619,.535,0.7,0.8,.875,0.9,2.3,3.2,2.2,1.3,0.3,1.2,2.1,8.3
DaQuan Jeffries,SG,26,NYK,4,0,3.0,0.8,1.3,.600,0.3,0.8,.333,0.5,0.5,1.000,.700,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.0,0.3,0.3,1.8
Ty Jerome,SG,26,CLE,2,0,7.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0
Isaiah Joe,SG,24,OKC,10,0,19.6,2.7,7.1,.380,2.3,5.8,.397,0.4,1.3,.308,.542,1.1,1.4,.786,0.1,1.8,1.9,1.1,0.7,0.1,0.8,1.3,8.8
Cameron Johnson,PF,27,BRK,3,3,28.7,4.7,13.0,.359,2.0,7.0,.286,2.7,6.0,.444,.436,1.0,1.3,.750,1.7,3.7,5.3,1.3,0.7,0.0,2.0,1.3,12.3
Jalen Johnson,SF,22,ATL,9,6,29.3,5.9,10.0,.589,1.0,2.9,.346,4.9,7.1,.688,.639,1.4,2.2,.650,1.8,6.6,8.3,2.6,1.0,0.7,2.1,2.6,14.2
Keldon Johnson,SF,24,SAS,10,10,32.3,6.0,13.6,.441,1.6,5.1,.314,4.4,8.5,.518,.500,1.7,2.5,.680,0.8,5.3,6.1,4.3,0.8,0.3,1.2,2.9,15.3
Keyontae Johnson,SF,23,OKC,1,0,6.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Jokić,C,28,DEN,10,10,34.6,12.0,19.8,.606,1.5,4.5,.333,10.5,15.3,.686,.644,4.3,5.7,.754,3.4,10.3,13.7,8.3,1.0,0.8,3.4,2.2,29.8
Colby Jones,SG,21,SAC,6,0,8.5,1.3,2.8,.471,0.2,0.7,.250,1.2,2.2,.538,.500,0.3,0.3,1.000,0.8,1.2,2.0,0.3,0.2,0.2,0.5,0.8,3.2
Damian Jones,C,28,CLE,6,0,5.7,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.2,0.3,.500,0.3,0.8,1.2,0.3,0.0,0.2,0.3,0.5,1.2
Derrick Jones Jr.,SF,26,DAL,10,10,22.5,3.3,6.7,.493,1.5,4.1,.366,1.8,2.6,.692,.604,0.8,1.2,.667,0.8,2.4,3.2,1.1,0.6,0.6,0.9,1.1,8.9
Herbert Jones,SF,25,NOP,7,7,31.1,3.4,7.3,.471,0.9,3.3,.261,2.6,4.0,.643,.529,2.3,2.6,.889,0.6,3.3,3.9,1.7,1.6,1.6,1.3,3.4,10.0
Tre Jones,PG,24,SAS,9,0,25.8,3.2,7.2,.446,0.6,2.2,.250,2.7,5.0,.533,.485,1.8,1.9,.941,0.8,2.4,3.2,6.0,0.8,0.4,1.4,1.3,8.8
Tyus Jones,PG,27,WAS,10,10,26.8,3.9,9.1,.429,1.4,3.7,.378,2.5,5.4,.463,.505,0.2,0.4,.500,0.4,2.2,2.6,5.1,1.0,0.2,0.9,1.2,9.4
DeAndre Jordan,C,35,DEN,1,0,12.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,.500,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0
Cory Joseph,PG,32,GSW,4,0,3.3,0.3,0.8,.333,0.3,0.8,.333,0.0,0.0,,.500,0.0,0.0,,0.3,0.3,0.5,0.8,0.3,0.0,0.5,0.8,0.8
Nikola Jović,PF,20,MIA,2,1,14.0,2.0,4.0,.500,1.5,2.5,.600,0.5,1.5,.333,.688,1.0,1.0,1.000,0.0,7.5,7.5,2.0,0.5,0.0,1.0,1.0,6.5
Luke Kennard,SG,27,MEM,7,0,23.7,3.0,7.6,.396,2.4,6.1,.395,0.6,1.4,.400,.557,1.0,1.0,1.000,0.3,2.6,2.9,2.3,0.7,0.1,0.7,0.6,9.4
Walker Kessler,C,22,UTA,8,8,24.0,3.5,6.4,.549,0.3,0.8,.333,3.3,5.6,.578,.569,1.0,1.6,.615,3.4,4.5,7.9,0.3,0.0,2.1,1.0,2.1,8.3
Braxton Key,SF,26,DEN,4,0,2.5,0.3,1.0,.250,0.0,0.3,.000,0.3,0.8,.333,.250,0.0,0.0,,0.0,0.3,0.3,0.8,0.0,0.0,0.0,0.5,0.5
Corey Kispert,SF,24,WAS,9,0,22.0,3.4,7.6,.456,1.8,4.9,.364,1.7,2.7,.625,.574,1.6,1.9,.824,0.6,2.0,2.6,1.4,0.3,0.0,1.3,1.6,10.2
Maxi Kleber,C,32,DAL,5,1,18.0,0.8,3.2,.250,0.6,1.8,.333,0.2,1.4,.143,.344,1.2,2.0,.600,0.8,3.4,4.2,2.0,0.2,0.2,0.8,1.6,3.4
Kevin Knox,SF,24,DET,1,0,24.0,7.0,8.0,.875,4.0,5.0,.800,3.0,3.0,1.000,1.125,0.0,0.0,,0.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,18.0
John Konchar,SF,27,MEM,7,0,18.0,1.4,3.3,.435,0.7,1.9,.385,0.7,1.4,.500,.543,0.0,0.0,,1.0,3.3,4.3,1.1,0.7,0.7,0.3,0.9,3.6
Furkan Korkmaz,SG,26,PHI,7,0,9.4,1.0,2.3,.438,0.4,0.9,.500,0.6,1.4,.400,.531,0.4,0.7,.600,0.1,0.7,0.9,0.4,0.7,0.0,0.7,0.4,2.9
Luke Kornet,C,28,BOS,8,0,10.6,1.4,1.9,.733,0.0,0.0,,1.4,1.9,.733,.733,0.6,0.8,.833,1.1,2.1,3.3,0.6,0.4,0.3,0.1,1.0,3.4
Jonathan Kuminga,PF,21,GSW,10,0,20.5,4.0,10.3,.388,0.4,2.2,.182,3.6,8.1,.444,.408,3.7,4.9,.755,1.0,2.0,3.0,0.6,0.7,0.4,1.2,2.8,12.1
Kyle Kuzma,PF,28,WAS,10,10,30.3,9.6,19.8,.485,2.4,6.8,.353,7.2,13.0,.554,.545,2.5,3.2,.781,1.2,4.9,6.1,3.0,0.2,0.5,2.2,1.7,24.1
