Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Josh Richardson,SG,30,MIA,7,1,23.7,2.9,6.7,.426,1.1,3.4,.333,1.7,3.3,.522,.511,0.7,0.9,.833,0.0,2.3,2.3,2.3,0.3,0.1,1.1,2.0,7.6
Duncan Robinson,SF,29,MIA,10,2,27.8,4.8,10.7,.449,2.5,7.0,.357,2.3,3.7,.622,.565,0.7,0.8,.875,0.4,2.1,2.5,2.2,0.4,0.1,1.1,2.1,12.8
Jerome Robinson,SG,26,GSW,1,0,5.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchell Robinson,C,25,NYK,10,10,29.6,2.8,5.2,.538,0.0,0.0,,2.8,5.2,.538,.538,1.0,2.5,.400,5.8,5.6,11.4,0.5,1.4,1.0,0.4,2.2,6.6
Orlando Robinson,C,23,MIA,2,0,15.0,2.0,4.5,.444,0.5,0.5,1.000,1.5,4.0,.375,.500,1.0,1.0,1.000,1.0,3.0,4.0,3.5,0.5,0.5,1.5,2.0,5.5
Jeremiah Robinson-Earl,PF,23,NOP,3,1,21.0,3.0,5.7,.529,1.7,2.7,.625,1.3,3.0,.444,.676,1.3,1.3,1.000,1.3,3.7,5.0,0.7,0.3,0.0,1.0,1.7,9.0
David Roddy,PF,22,MEM,10,1,21.8,3.5,7.2,.486,0.6,2.4,.250,2.9,4.8,.604,.528,0.4,0.5,.800,1.1,2.7,3.8,0.9,0.4,0.4,0.9,2.0,8.0
Ryan Rollins,PG,21,WAS,6,0,7.7,1.3,2.8,.471,0.2,0.3,.500,1.2,2.5,.467,.500,2.2,2.7,.813,0.3,1.3,1.7,1.7,1.3,0.3,1.2,1.0,5.0
Derrick Rose,PG,35,MEM,4,0,17.8,3.0,9.3,.324,1.3,2.5,.500,1.8,6.8,.259,.392,0.8,1.0,.750,1.0,1.0,2.0,2.8,0.5,0.3,1.5,0.8,8.0
Terry Rozier,SG,29,CHO,5,5,35.8,8.4,18.0,.467,1.6,6.2,.258,6.8,11.8,.576,.511,3.6,4.4,.818,0.8,3.2,4.0,5.0,0.6,0.4,2.2,0.8,22.0
Rayan Rupert,SG,19,POR,2,0,3.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D'Angelo Russell,PG,27,LAL,10,10,33.4,6.5,14.5,.448,1.6,5.6,.286,4.9,8.9,.551,.503,2.7,3.2,.844,0.3,3.0,3.3,6.9,0.5,0.7,1.9,2.6,17.3
Matt Ryan,SF,26,NOP,10,1,23.3,3.0,6.4,.469,2.4,5.4,.444,0.6,1.0,.600,.656,1.2,1.2,1.000,0.5,2.0,2.5,1.3,0.3,0.1,1.3,2.3,9.6
Domantas Sabonis,C,27,SAC,9,9,34.8,6.9,11.8,.585,0.3,1.1,.300,6.6,10.7,.615,.599,3.9,6.6,.593,3.7,8.8,12.4,7.3,0.9,1.0,3.6,3.4,18.0
Luka Šamanić,PF,24,UTA,4,0,4.0,1.3,2.5,.500,0.5,1.3,.400,0.8,1.3,.600,.600,0.3,0.3,1.000,0.0,1.0,1.0,0.3,0.3,0.0,0.0,0.3,3.3
Jermaine Samuels,SF,25,HOU,3,0,6.7,0.7,1.0,.667,0.0,0.3,.000,0.7,0.7,1.000,.667,0.7,0.7,1.000,0.3,0.7,1.0,0.0,0.0,0.3,0.0,1.0,2.0
Dario Šarić,C,29,GSW,11,1,20.0,3.0,7.1,.423,1.3,3.8,.333,1.7,3.3,.528,.513,0.8,1.0,.818,1.9,4.9,6.8,1.7,0.4,0.5,0.8,2.0,8.1
Olivier Sarr,C,24,OKC,4,0,11.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,1.0,1.5,.667,0.8,3.8,4.5,0.3,0.0,1.3,0.5,1.5,1.5
Marcus Sasser,PG,23,DET,11,0,21.0,4.0,8.1,.494,1.7,4.0,.432,2.3,4.1,.556,.601,0.5,0.5,1.000,0.2,2.6,2.8,3.1,0.9,0.1,0.8,1.9,10.2
Admiral Schofield,PF,26,ORL,1,0,3.0,2.0,4.0,.500,1.0,3.0,.333,1.0,1.0,1.000,.625,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Dennis Schröder,PG,30,TOR,10,10,32.3,5.4,12.5,.432,1.7,4.7,.362,3.7,7.8,.474,.500,2.9,3.5,.829,0.8,1.9,2.7,7.7,1.0,0.2,1.9,1.6,15.4
Dereon Seabron,SG,23,NOP,4,0,12.5,1.0,3.3,.308,0.3,0.5,.500,0.8,2.8,.273,.346,1.3,1.5,.833,0.3,1.5,1.8,1.0,0.3,0.3,0.0,1.0,3.5
Alperen Şengün,C,21,HOU,9,9,31.4,8.3,13.9,.600,0.4,1.8,.250,7.9,12.1,.651,.616,2.3,3.8,.618,2.6,5.7,8.2,6.0,1.0,0.4,2.1,2.8,19.4
Brice Sensabaugh,SF,20,UTA,1,0,2.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Collin Sexton,SG,25,UTA,10,0,18.8,4.0,8.7,.460,0.9,2.7,.333,3.1,6.0,.517,.511,3.3,3.8,.868,0.7,1.4,2.1,2.7,0.1,0.1,2.0,1.6,12.2
Landry Shamet,SG,26,WAS,6,0,15.8,2.8,5.8,.486,1.5,4.0,.375,1.3,1.8,.727,.614,0.2,0.3,.500,0.2,1.2,1.3,1.2,0.8,0.2,0.5,1.8,7.3
Day'Ron Sharpe,C,22,BRK,10,0,13.0,2.6,4.5,.578,0.0,0.2,.000,2.6,4.3,.605,.578,1.5,2.3,.652,2.3,4.0,6.3,0.5,0.4,0.5,1.3,1.8,6.7
Shaedon Sharpe,SG,20,POR,9,8,39.4,6.8,15.2,.445,2.3,6.2,.375,4.4,9.0,.494,.522,3.9,4.7,.833,1.7,3.3,5.0,3.0,0.9,0.7,3.2,2.8,19.8
Ben Sheppard,SG,22,IND,3,0,10.7,1.7,4.0,.417,1.0,2.7,.375,0.7,1.3,.500,.542,0.0,0.0,,0.3,1.0,1.3,0.7,0.0,0.0,0.0,1.3,4.3
Pascal Siakam,PF,29,TOR,10,10,35.2,7.6,16.2,.469,1.2,4.8,.250,6.4,11.4,.561,.506,3.1,4.4,.705,1.2,6.1,7.3,4.8,0.9,0.1,2.7,2.5,19.5
Ben Simmons,PG,27,BRK,6,6,31.8,3.2,6.0,.528,0.0,0.0,,3.2,6.0,.528,.528,0.2,0.7,.250,2.7,8.2,10.8,6.7,0.5,0.8,2.5,2.7,6.5
Anfernee Simons,SG,24,POR,1,1,27.0,6.0,14.0,.429,2.0,6.0,.333,4.0,8.0,.500,.500,4.0,4.0,1.000,1.0,1.0,2.0,4.0,2.0,0.0,0.0,2.0,18.0
Jericho Sims,C,25,NYK,5,0,3.2,0.2,0.4,.500,0.0,0.0,,0.2,0.4,.500,.500,0.2,0.6,.333,0.2,1.4,1.6,0.2,0.0,0.0,0.0,0.2,0.6
Marcus Smart,PG,29,MEM,10,10,32.1,5.0,11.6,.431,1.7,5.9,.288,3.3,5.7,.579,.504,1.7,2.1,.810,0.3,2.3,2.6,5.4,2.1,0.3,3.7,3.5,13.4
Dennis Smith Jr.,PG,26,BRK,9,0,16.8,2.2,5.6,.400,0.7,1.8,.375,1.6,3.8,.412,.460,0.8,0.9,.875,0.8,1.4,2.2,2.8,0.6,0.2,1.1,2.2,5.9
Dru Smith,SG,26,MIA,6,0,20.7,2.5,5.3,.469,1.2,2.7,.438,1.3,2.7,.500,.578,0.3,0.3,1.000,1.0,1.2,2.2,2.3,1.3,0.5,0.8,1.5,6.5
Ish Smith,PG,35,CHO,3,0,10.3,0.7,1.3,.500,0.0,0.0,,0.7,1.3,.500,.500,0.0,0.0,,0.3,1.7,2.0,0.7,1.0,0.0,1.0,1.3,1.3
Jabari Smith Jr.,PF,20,HOU,9,9,28.1,5.0,10.3,.484,1.8,4.9,.364,3.2,5.4,.592,.570,0.6,1.0,.556,1.6,5.4,7.0,1.3,0.6,0.4,1.2,3.3,12.3
Jalen Smith,C,23,IND,8,0,17.8,4.6,6.6,.698,1.1,1.8,.643,3.5,4.9,.718,.783,1.4,1.8,.786,1.9,4.9,6.8,1.3,0.5,0.4,1.3,2.5,11.8
Nick Smith Jr.,SG,19,CHO,3,0,4.3,1.0,2.7,.375,0.7,1.7,.400,0.3,1.0,.333,.500,0.0,0.0,,0.0,0.3,0.3,0.7,0.3,0.0,0.3,0.0,2.7
Jeremy Sochan,PG,20,SAS,10,10,27.7,4.3,9.3,.462,0.7,1.8,.389,3.6,7.5,.480,.500,1.2,1.7,.706,1.4,4.0,5.4,4.5,1.0,0.4,2.4,3.4,10.5
Jaden Springer,SG,21,PHI,6,0,8.2,0.5,2.3,.214,0.0,0.5,.000,0.5,1.8,.273,.214,0.3,0.7,.500,0.7,0.7,1.3,0.8,0.2,0.7,0.7,1.5,1.3
Lamar Stevens,PF,26,BOS,3,0,5.7,1.3,2.3,.571,0.3,0.3,1.000,1.0,2.0,.500,.643,0.0,0.0,,1.3,0.3,1.7,0.7,0.3,0.0,1.0,1.0,3.0
Isaiah Stewart,PF,22,DET,11,11,34.2,4.6,9.7,.477,1.8,4.1,.444,2.8,5.6,.500,.570,1.5,2.1,.696,2.1,5.6,7.7,1.6,0.1,0.6,2.4,3.2,12.5
Julian Strawther,SF,21,DEN,8,0,9.9,2.0,4.5,.444,1.1,3.1,.360,0.9,1.4,.636,.569,0.0,0.3,.000,0.0,0.9,0.9,0.5,0.1,0.3,0.1,0.9,5.1
Max Strus,SF,27,CLE,10,10,34.9,5.1,11.9,.429,2.9,7.9,.367,2.2,4.0,.550,.550,1.2,1.4,.857,0.6,5.4,6.0,3.4,0.7,0.6,1.0,2.4,14.3
Jalen Suggs,SG,22,ORL,9,9,27.6,4.1,10.0,.411,1.4,4.1,.351,2.7,5.9,.453,.483,2.7,3.3,.800,1.1,3.4,4.6,2.8,2.1,0.6,1.8,2.8,12.3
Cole Swider,SF,24,MIA,1,0,2.0,2.0,3.0,.667,1.0,2.0,.500,1.0,1.0,1.000,.833,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
Jae'Sean Tate,SF,28,HOU,9,0,20.3,2.6,5.1,.500,1.1,2.6,.435,1.4,2.6,.565,.609,0.6,0.8,.714,0.9,2.9,3.8,1.2,1.6,0.4,0.2,2.6,6.8
Jayson Tatum,PF,25,BOS,10,10,36.2,10.2,19.4,.526,3.5,8.8,.398,6.7,10.6,.632,.616,4.5,5.7,.789,0.6,8.3,8.9,3.9,1.2,0.2,2.7,2.3,28.4
Terry Taylor,PF,24,CHI,3,0,2.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.7
Garrett Temple,SG,37,TOR,3,0,3.0,0.7,1.0,.667,0.0,0.0,,0.7,1.0,.667,.667,0.7,0.7,1.000,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,2.0
Dalen Terry,SG,21,CHI,4,0,2.8,0.8,2.0,.375,0.3,1.0,.250,0.5,1.0,.500,.438,0.0,0.5,.000,0.0,1.0,1.0,0.8,0.0,0.0,0.3,0.3,1.8
Daniel Theis,C,31,IND,1,0,8.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Cam Thomas,SG,22,BRK,8,7,32.4,9.9,20.6,.479,2.1,6.6,.321,7.8,14.0,.554,.530,5.0,5.9,.851,0.3,3.5,3.8,2.1,0.9,0.6,1.3,1.9,26.9
Amen Thompson,SF,21,HOU,4,0,16.8,2.3,5.5,.409,0.5,2.8,.182,1.8,2.8,.636,.455,1.3,2.0,.625,0.3,2.5,2.8,1.5,0.5,0.3,1.5,2.3,6.3
Ausar Thompson,SF,21,DET,11,11,31.8,4.4,10.9,.400,0.4,2.4,.154,4.0,8.5,.468,.417,2.1,2.7,.767,4.2,6.4,10.5,3.5,1.2,1.9,2.2,3.4,11.2
Klay Thompson,SF,33,GSW,10,10,31.3,6.0,14.1,.426,2.6,7.5,.347,3.4,6.6,.515,.518,1.5,1.8,.833,0.7,3.2,3.9,2.0,0.4,0.6,2.0,2.5,16.1
Tristan Thompson,PF,32,CLE,8,0,10.1,1.0,1.4,.727,0.0,0.0,,1.0,1.4,.727,.727,0.5,0.9,.571,1.0,1.6,2.6,0.6,0.1,0.4,0.8,1.3,2.5
JT Thor,PF,21,CHO,9,0,19.0,1.8,4.4,.400,0.8,2.3,.333,1.0,2.1,.474,.488,0.0,0.4,.000,1.0,2.8,3.8,0.9,0.4,0.4,0.3,1.4,4.3
Matisse Thybulle,SF,26,POR,9,9,19.4,2.2,4.7,.476,1.4,3.8,.382,0.8,0.9,.875,.631,0.4,0.6,.800,0.2,1.0,1.2,1.0,1.0,0.8,0.6,1.1,6.3
Xavier Tillman Sr.,C,25,MEM,6,5,26.3,3.5,9.5,.368,0.7,2.8,.235,2.8,6.7,.425,.404,0.7,1.5,.444,2.2,5.3,7.5,2.5,1.7,1.0,1.5,3.2,8.3
Obi Toppin,PF,25,IND,10,10,21.3,3.8,6.6,.576,0.7,2.3,.304,3.1,4.3,.721,.629,1.2,1.3,.923,0.9,2.1,3.0,0.5,0.9,0.2,0.5,1.8,9.5
Karl-Anthony Towns,PF,28,MIN,9,9,32.6,7.2,16.0,.451,1.9,5.4,.347,5.3,10.6,.505,.510,2.9,3.2,.897,1.0,8.3,9.3,2.3,0.9,0.7,2.4,3.0,19.2
Gary Trent Jr.,SG,25,TOR,8,1,27.1,3.9,10.5,.369,1.9,5.3,.357,2.0,5.3,.381,.458,0.8,1.9,.400,0.5,2.0,2.5,0.9,1.0,0.1,1.0,1.3,10.4
P.J. Tucker,PF,38,TOT,8,3,17.3,0.5,1.8,.286,0.4,1.4,.273,0.1,0.4,.333,.393,0.4,0.4,1.000,1.4,2.3,3.6,0.5,0.8,0.4,0.3,2.5,1.8
P.J. Tucker,PF,38,PHI,3,3,22.0,0.7,1.7,.400,0.7,1.7,.400,0.0,0.0,,.600,0.0,0.0,,0.3,4.3,4.7,0.0,1.0,0.7,0.7,3.0,2.0
P.J. Tucker,PF,38,LAC,5,0,14.4,0.4,1.8,.222,0.2,1.2,.167,0.2,0.6,.333,.278,0.6,0.6,1.000,2.0,1.0,3.0,0.8,0.6,0.2,0.0,2.2,1.6
Myles Turner,C,27,IND,10,10,27.4,6.4,12.3,.520,2.0,4.9,.408,4.4,7.4,.595,.602,3.2,4.0,.800,1.5,6.4,7.9,1.6,0.5,1.8,1.7,3.3,18.0
Hunter Tyson,PF,23,DEN,4,0,2.8,0.3,0.8,.333,0.0,0.5,.000,0.3,0.3,1.000,.333,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.0,0.0,1.0,0.5
Stanley Umude,SG,24,DET,8,0,7.8,0.9,2.0,.438,0.6,1.3,.500,0.3,0.8,.333,.594,1.0,1.1,.889,0.0,1.1,1.1,0.1,0.1,0.1,0.4,1.3,3.4
Jonas Valančiūnas,C,31,NOP,10,10,24.3,4.8,9.5,.505,1.0,2.3,.435,3.8,7.2,.528,.558,1.7,2.0,.850,1.9,6.8,8.7,1.8,0.2,1.5,1.6,2.7,12.3
Fred VanVleet,PG,29,HOU,9,9,35.9,5.9,15.3,.384,3.1,8.4,.368,2.8,6.9,.403,.486,2.3,2.7,.875,0.2,3.2,3.4,7.9,0.6,0.3,1.7,2.1,17.2
Devin Vassell,SG,23,SAS,8,7,29.4,6.4,12.6,.505,2.6,6.1,.429,3.8,6.5,.577,.609,2.6,3.5,.750,0.5,3.1,3.6,2.6,0.9,0.0,1.4,0.9,18.0
Sasha Vezenkov,PF,28,SAC,8,0,14.0,2.4,5.4,.442,1.4,3.8,.367,1.0,1.6,.615,.570,0.1,0.1,1.000,0.1,1.9,2.0,0.3,0.5,0.3,0.1,1.3,6.3
Gabe Vincent,PG,27,LAL,4,0,28.3,2.8,7.0,.393,0.3,3.5,.071,2.5,3.5,.714,.411,0.3,0.5,.500,0.5,0.5,1.0,3.0,1.5,0.0,0.5,2.5,6.0
Nikola Vučević,C,33,CHI,11,11,34.7,7.5,15.5,.485,1.1,3.4,.324,6.5,12.2,.530,.520,1.5,1.9,.762,3.0,7.9,10.9,2.9,1.0,0.6,1.6,2.8,17.6
Dean Wade,PF,27,CLE,9,3,17.2,1.1,3.1,.357,1.0,2.9,.346,0.1,0.2,.500,.518,0.2,0.4,.500,0.7,2.8,3.4,0.6,0.7,0.2,0.4,2.3,3.4
Franz Wagner,SF,22,ORL,9,9,33.6,6.8,16.6,.409,1.8,5.6,.320,5.0,11.0,.455,.463,3.2,3.8,.853,1.2,4.6,5.8,3.2,1.2,0.3,2.4,2.6,18.6
Moritz Wagner,C,26,ORL,9,0,18.7,4.9,7.6,.647,0.8,2.1,.368,4.1,5.4,.755,.699,1.8,2.2,.800,1.6,2.9,4.4,0.7,0.6,0.6,1.4,2.7,12.3
Jabari Walker,SF,21,POR,9,0,13.8,1.9,4.4,.425,0.2,1.4,.154,1.7,3.0,.556,.450,1.2,1.4,.846,1.0,2.6,3.6,0.4,0.9,0.6,0.8,2.2,5.2
Jarace Walker,PF,20,IND,3,0,9.0,1.3,4.0,.333,0.0,0.7,.000,1.3,3.3,.400,.333,0.7,0.7,1.000,0.3,2.0,2.3,1.7,0.3,0.3,0.0,0.7,3.3
Lonnie Walker IV,SG,25,BRK,9,0,21.3,5.7,11.0,.515,2.2,4.9,.455,3.4,6.1,.564,.616,1.9,2.4,.773,0.1,2.9,3.0,2.2,0.6,0.6,1.1,1.0,15.4
Cason Wallace,SG,20,OKC,10,1,22.5,3.0,4.7,.638,1.0,1.9,.526,2.0,2.8,.714,.745,0.8,0.8,1.000,0.5,1.8,2.3,1.5,0.5,0.3,0.6,1.9,7.8
P.J. Washington,PF,25,CHO,9,9,32.7,6.3,13.3,.475,1.2,4.6,.268,5.1,8.8,.582,.521,1.7,2.3,.714,1.2,4.2,5.4,2.2,0.4,0.7,1.3,2.8,15.6
TyTy Washington Jr.,PG,22,MIL,1,0,3.0,1.0,2.0,.500,1.0,1.0,1.000,0.0,1.0,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Yuta Watanabe,SF,29,PHO,10,0,19.1,1.9,4.6,.413,1.4,3.7,.378,0.5,0.9,.556,.565,0.6,0.7,.857,0.6,2.2,2.8,0.5,0.4,0.3,1.0,1.9,5.8
Lindy Waters III,SG,26,OKC,4,0,6.0,0.0,0.8,.000,0.0,0.8,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0
Trendon Watford,PF,23,BRK,5,0,14.8,2.8,5.2,.538,0.4,1.0,.400,2.4,4.2,.571,.577,1.2,1.2,1.000,1.2,3.0,4.2,2.4,0.8,0.2,1.2,2.2,7.2
Peyton Watson,SF,21,DEN,10,0,14.8,2.1,3.9,.538,0.4,1.3,.308,1.7,2.6,.654,.590,0.3,0.6,.500,0.3,1.6,1.9,0.7,0.6,1.1,0.6,1.3,4.9
Victor Wembanyama,PF,20,SAS,10,10,30.2,7.2,16.1,.447,1.7,5.7,.298,5.5,10.4,.529,.500,3.6,4.7,.766,2.0,6.8,8.8,2.5,1.1,2.4,3.8,2.6,19.7
Blake Wesley,SG,20,SAS,3,0,6.0,1.0,2.7,.375,0.0,0.3,.000,1.0,2.3,.429,.375,0.3,0.7,.500,0.3,0.3,0.7,1.0,0.0,0.3,0.3,0.7,2.3
Russell Westbrook,PG,35,LAC,9,9,31.3,6.2,13.0,.479,1.1,3.4,.323,5.1,9.6,.535,.521,1.1,1.9,.588,1.6,5.6,7.1,6.0,1.9,0.3,3.3,2.9,14.7
Coby White,PG,23,CHI,11,11,31.6,4.6,11.7,.395,1.8,5.7,.317,2.8,6.0,.470,.473,1.5,1.9,.810,0.3,2.7,3.0,4.4,1.1,0.3,1.5,2.5,12.6
Derrick White,SG,29,BOS,8,8,30.0,4.4,9.3,.473,2.1,5.1,.415,2.3,4.1,.545,.588,1.6,2.1,.765,0.9,2.9,3.8,4.5,1.0,1.1,1.3,2.1,12.5
Cam Whitmore,SF,19,HOU,3,0,7.7,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.3,0.7,.500,0.0,1.0,1.0,0.3,0.3,0.0,0.7,0.3,2.3
Aaron Wiggins,SG,25,OKC,8,0,11.4,1.6,3.3,.500,0.3,1.1,.222,1.4,2.1,.647,.538,0.4,0.5,.750,0.3,1.3,1.5,0.5,0.3,0.1,0.5,1.1,3.9
Andrew Wiggins,SF,28,GSW,11,11,26.0,4.3,10.4,.412,0.4,2.4,.154,3.9,8.0,.489,.430,1.6,3.3,.500,1.9,1.8,3.7,1.0,0.2,0.4,1.4,2.2,10.5
Grant Williams,PF,25,DAL,10,10,28.8,3.8,7.6,.500,2.7,5.4,.500,1.1,2.2,.500,.678,1.1,1.7,.647,0.8,2.9,3.7,1.1,0.3,0.7,0.8,2.9,11.4
Jalen Williams,PF,22,OKC,10,10,33.8,6.6,12.6,.524,1.1,3.0,.367,5.5,9.6,.573,.567,3.6,4.2,.857,0.3,3.9,4.2,3.6,0.8,0.3,2.2,3.1,17.9
Jaylin Williams,C,21,OKC,5,0,13.8,1.4,3.2,.438,0.6,2.2,.273,0.8,1.0,.800,.531,1.0,1.2,.833,0.4,3.2,3.6,1.4,0.4,0.4,0.6,2.2,4.4
Jeenathan Williams,SG,24,HOU,2,0,6.5,2.0,3.5,.571,0.0,1.0,.000,2.0,2.5,.800,.571,0.5,1.0,.500,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,4.5
Mark Williams,C,22,CHO,9,9,25.3,5.9,8.1,.726,0.0,0.0,,5.9,8.1,.726,.726,3.0,4.0,.750,3.9,5.3,9.2,1.2,1.0,0.8,1.3,2.2,14.8
Patrick Williams,PF,22,CHI,11,5,23.0,2.1,6.3,.333,0.9,3.2,.286,1.2,3.1,.382,.406,1.0,1.3,.786,0.5,2.5,3.1,1.3,1.1,0.8,1.0,1.6,6.1
Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,.654,0.0,0.0,,2.8,4.3,.654,.654,1.2,1.5,.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8
Vince Williams Jr.,SG,23,MEM,3,0,9.0,0.7,2.3,.286,0.3,2.0,.167,0.3,0.3,1.000,.357,2.3,2.7,.875,0.0,1.3,1.3,1.3,0.3,1.0,0.7,1.3,4.0
Ziaire Williams,SF,22,MEM,9,8,25.6,2.9,7.7,.377,1.2,4.2,.289,1.7,3.4,.484,.457,1.1,1.2,.909,0.8,4.8,5.6,1.2,0.4,0.4,1.7,2.1,8.1
Zion Williamson,PF,23,NOP,8,8,31.5,8.6,16.8,.515,0.0,0.1,.000,8.6,16.6,.519,.515,4.4,7.1,.614,2.9,3.6,6.5,4.1,0.8,0.1,2.9,2.8,21.6
Jalen Wilson,PF,23,BRK,2,0,3.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0
Dylan Windler,SF,27,NYK,3,0,2.3,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.0
James Wiseman,C,22,DET,4,0,9.5,2.0,4.0,.500,0.0,0.3,.000,2.0,3.8,.533,.500,0.0,0.0,,1.0,1.8,2.8,0.3,0.3,0.5,0.8,2.0,4.0
Christian Wood,PF,28,LAL,10,1,22.1,2.4,5.2,.462,1.1,2.7,.407,1.3,2.5,.520,.567,1.5,2.4,.625,1.0,5.1,6.1,0.9,0.3,0.7,1.3,2.0,7.4
Delon Wright,PG,31,WAS,8,0,17.6,1.4,3.8,.367,0.5,1.4,.364,0.9,2.4,.368,.433,1.8,2.0,.875,0.4,2.1,2.5,4.4,1.6,0.1,0.5,0.8,5.0
Thaddeus Young,PF,35,TOR,2,0,3.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,1.0,.000,0.5,0.5,1.0,1.5,0.0,0.0,0.0,0.0,2.0
Trae Young,PG,25,ATL,9,9,35.8,6.7,18.7,.357,2.2,7.6,.294,4.4,11.1,.400,.417,8.9,9.9,.899,0.8,2.1,2.9,10.2,1.6,0.0,4.2,1.4,24.4
Omer Yurtseven,C,25,UTA,6,0,5.2,1.2,1.7,.700,0.2,0.5,.333,1.0,1.2,.857,.750,0.2,0.3,.500,0.5,1.3,1.8,0.5,0.0,0.2,0.2,1.0,2.7
Cody Zeller,C,31,NOP,7,0,6.9,0.3,1.3,.222,0.0,0.0,,0.3,1.3,.222,.222,0.6,1.1,.500,0.9,1.6,2.4,1.1,0.1,0.0,0.1,0.7,1.1
Ivica Zubac,C,26,LAC,9,9,24.9,4.3,7.1,.609,0.0,0.0,,4.3,7.1,.609,.609,1.8,3.0,.593,2.6,5.3,7.9,0.4,0.2,1.7,1.6,3.2,10.4
